"year","month","age","tw_g","species","temporada","temporada_inicio"
"2016","2","NA","9650","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13680","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","3","10720","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9460","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","15570","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9580","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","14400","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8750","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8260","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9590","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","7400","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13050","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","15320","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13680","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","16420","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","17010","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","15900","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13630","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","4980","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","4930","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13360","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10780","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13670","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","3170","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13670","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","14200","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9190","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","6900","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12930","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","14460","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9350","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9020","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13210","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9090","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12030","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9300","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","3840","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","4090","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11250","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11360","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","3","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","5","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11720","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","14160","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11500","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12410","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10300","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12400","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10060","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12050","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12920","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13080","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","5830","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11660","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12950","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8880","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","6550","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8570","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11580","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","4510","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12410","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11760","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","7880","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","11620","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8460","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11770","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","11340","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11720","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","11290","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9810","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12550","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","12430","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10580","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12630","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13870","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10470","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10640","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9260","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","6400","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11820","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10360","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10210","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11000","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","7500","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","14000","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12000","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12000","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12500","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10000","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12000","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","6500","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10500","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","10000","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","14140","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12220","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8500","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10000","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12000","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10500","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12000","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10960","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10280","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10950","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12020","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","13160","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11390","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9470","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","5020","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","15670","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11180","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9410","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11640","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10790","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10960","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10700","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","3980","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","3","9160","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10350","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","10610","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12680","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11030","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11780","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11430","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13800","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12400","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9430","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10580","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10820","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12280","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","14510","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10930","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","4430","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9300","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13560","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8210","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","4050","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9700","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12740","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","14780","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13480","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10780","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8040","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12550","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10110","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9620","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8790","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","11760","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9900","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","12140","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11220","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13730","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","9380","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8600","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12010","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11650","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12300","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12440","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11430","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","5","11570","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11280","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12280","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","10290","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","3850","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","3680","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13600","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9920","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","6580","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10110","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8610","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12830","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","14290","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12990","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8700","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9870","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11890","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12780","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11870","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13070","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13730","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12860","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9130","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9580","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11960","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10680","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13780","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","7990","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","7650","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","16380","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","7820","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13080","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","7270","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","4890","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11970","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10180","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","5760","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","7600","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","6710","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9250","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","6200","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11810","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","6110","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11960","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","7950","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12300","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11350","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12180","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","6170","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10890","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9880","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","4890","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13980","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10930","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9740","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","3","7250","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11550","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9340","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","5620","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10680","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","16780","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10270","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13080","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11530","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9450","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8620","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","10920","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","7080","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","7180","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","7480","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","11300","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12290","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10820","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13300","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13980","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","16440","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11180","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11620","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13690","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10120","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8980","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10600","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","5","12560","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","5","13660","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12500","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","2950","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","3","11590","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","14750","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13450","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","11420","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","5910","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","9480","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12970","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","14580","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","10230","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11460","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10600","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8450","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9250","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","3","9035","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10600","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11860","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10330","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9490","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9230","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","2670","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","6650","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11280","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","NA","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9500","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","14280","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10640","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13440","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8180","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11160","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12250","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9980","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10140","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11240","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","10090","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11080","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","4930","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","6110","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","3","6970","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10530","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11140","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","9990","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10850","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11450","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","8280","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","14600","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8280","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13680","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8930","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","13030","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10850","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13880","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12350","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","4","8660","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11750","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8240","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","6770","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","4970","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","3550","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","6860","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8820","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11480","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","10370","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","5230","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8990","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","11420","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","4590","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","6170","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","3160","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13760","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","13560","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","16000","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","5100","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","8840","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","7650","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","5600","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","5410","Oncorhynchus tshawytscha","2015-2016","2015"
"2016","2","NA","12740","Oncorhynchus tshawytscha","2015-2016","2015"
